operaciones_ult_12m;gastos_ult_12m;limite_credito_tc;antiguedad_cliente;tasa_interes;ingresos;pct_ingreso;antiguedad_empleado;edad;estado_civil_N;estado_credito_N;importe_solicitado;duracion_credito;situacion_vivienda;objetivo_credito;falta_pago;estado_cliente;genero;nivel_educativo;personas_a_cargo
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;S;P;17475;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;5.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;C;P;17400;4;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;0.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;17400;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;5_a_10;menor_25;C;P;17400;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;POSGRADO_INCOMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;menor_25;N;P;17200;3;ALQUILER;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;5_a_10;menor_25;C;C;17000;2;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;0.0
50_a_75;2k_a_4k;menor_3k;menor_2y;7p_a_15p;20k_a_50k;40_a_60;menor_10;25_a_30;C;C;17000;2;ALQUILER;MEJORAS_HOGAR;Y;ACTIVO;M;SECUNDARIO_COMPLETO;0.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;20k_a_50k;20_a_40;menor_10;menor_25;C;P;7000;2;PROPIA;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
15_a_30;menor_1k;5k_a_10k;menor_2y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;C;C;17000;4;ALQUILER;PAGO_DEUDAS;N;PASIVO;M;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;C;C;17000;3;ALQUILER;SALUD;N;ACTIVO;F;POSGRADO_INCOMPLETO;2.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;5_a_10;menor_25;S;C;17000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;POSGRADO_INCOMPLETO;3.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;C;17000;3;ALQUILER;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;S;C;17000;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;0.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;S;C;17000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;DESCONOCIDO;2.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;15p_a_20p;20k_a_50k;20_a_40;5_a_10;25_a_30;S;C;17000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;S;C;17000;3;ALQUILER;PERSONAL;N;ACTIVO;M;DESCONOCIDO;2.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;C;P;8000;2;PROPIA;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
50_a_75;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;D;C;17000;4;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;5k_a_10k;mayor_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;25_a_30;C;C;17000;2;ALQUILER;SALUD;Y;PASIVO;F;SECUNDARIO_COMPLETO;1.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;P;6500;4;PROPIA;SALUD;Y;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;C;C;17000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;C;C;17000;4;ALQUILER;SALUD;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;S;P;17000;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0
15_a_30;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;S;C;17000;4;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;D;P;2400;2;PROPIA;SALUD;Y;ACTIVO;M;DESCONOCIDO;0.0
15_a_30;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;C;P;17000;2;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;50k_a_100k;20_a_40;menor_10;25_a_30;C;P;17000;2;ALQUILER;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0
50_a_75;2k_a_4k;mayor_10k;menor_2y;hasta_7p;50k_a_100k;20_a_40;menor_10;25_a_30;C;P;17000;3;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;25_a_30;S;P;17000;2;ALQUILER;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;C;P;17000;3;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;1.0
30_a_50;2k_a_4k;menor_3k;mayor_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;C;P;17000;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;0.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;S;P;17000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;5.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;C;P;17000;3;ALQUILER;SALUD;N;ACTIVO;M;POSGRADO_COMPLETO;1.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;D;P;3600;4;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;5k_a_10k;menor_2y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;S;P;17000;2;ALQUILER;EDUCACIÓN;Y;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;0.0
30_a_50;2k_a_4k;3k_a_5k;mayor_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;17000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0
15_a_30;menor_1k;menor_3k;2y_a_4y;15p_a_20p;50k_a_100k;20_a_40;menor_10;25_a_30;C;C;17000;3;ALQUILER;SALUD;Y;PASIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;17000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0
15_a_30;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;mayor_10;25_a_30;N;P;17000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;F;POSGRADO_INCOMPLETO;2.0
15_a_30;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;17000;2;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;menor_10;25_a_30;C;P;17000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
30_a_50;2k_a_4k;menor_3k;menor_2y;7p_a_15p;mayor_100k;hasta_20;menor_10;25_a_30;C;P;17000;3;ALQUILER;INVERSIONES;N;ACTIVO;M;POSGRADO_INCOMPLETO;2.0
50_a_75;2k_a_4k;menor_3k;menor_2y;15p_a_20p;20k_a_50k;20_a_40;menor_10;menor_25;S;C;16950;4;ALQUILER;PERSONAL;Y;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
30_a_50;2k_a_4k;3k_a_5k;menor_2y;hasta_7p;50k_a_100k;20_a_40;menor_10;menor_25;C;P;16875;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;20k_a_50k;20_a_40;mayor_10;25_a_30;S;P;7000;2;HIPOTECA;SALUD;N;ACTIVO;M;DESCONOCIDO;2.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;P;7200;2;PROPIA;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;C;C;16800;4;ALQUILER;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;S;C;16800;3;ALQUILER;SALUD;N;ACTIVO;F;POSGRADO_COMPLETO;1.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;1800;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
15_a_30;menor_1k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;S;P;16800;4;ALQUILER;SALUD;Y;PASIVO;M;DESCONOCIDO;3.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;hasta_7p;50k_a_100k;20_a_40;5_a_10;menor_25;C;P;16800;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;N;P;16800;2;ALQUILER;SALUD;Y;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;50k_a_100k;20_a_40;menor_10;25_a_30;S;C;16800;3;ALQUILER;SALUD;Y;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;S;C;3000;3;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;POSGRADO_INCOMPLETO;3.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;C;P;16800;3;ALQUILER;SALUD;Y;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0
15_a_30;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;50k_a_100k;20_a_40;5_a_10;menor_25;C;C;16800;2;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;50k_a_100k;20_a_40;menor_10;menor_25;S;C;16800;3;ALQUILER;MEJORAS_HOGAR;Y;ACTIVO;M;UNIVERSITARIO_COMPLETO;5.0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;mayor_10;25_a_30;S;P;16800;3;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;DESCONOCIDO;1.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;16800;4;ALQUILER;SALUD;N;ACTIVO;F;POSGRADO_INCOMPLETO;2.0
50_a_75;2k_a_4k;menor_3k;menor_2y;7p_a_15p;mayor_100k;hasta_20;5_a_10;menor_25;C;P;16800;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;5_a_10;menor_25;C;P;16800;4;ALQUILER;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;2.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;S;P;2000;3;PROPIA;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;15p_a_20p;20k_a_50k;40_a_60;menor_10;menor_25;N;C;16750;4;ALQUILER;SALUD;Y;ACTIVO;F;SECUNDARIO_COMPLETO;3.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;C;C;16750;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;mayor_10;25_a_30;C;C;16750;3;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0
50_a_75;2k_a_4k;menor_3k;mayor_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;C;16750;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
75_a_100;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;S;P;4000;2;HIPOTECA;SALUD;N;ACTIVO;M;DESCONOCIDO;0.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;15p_a_20p;20k_a_50k;40_a_60;menor_10;25_a_30;C;C;16750;3;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;DESCONOCIDO;3.0
30_a_50;2k_a_4k;menor_3k;mayor_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;C;C;16750;4;ALQUILER;SALUD;Y;ACTIVO;F;SECUNDARIO_COMPLETO;1.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;mayor_20p;50k_a_100k;20_a_40;menor_10;menor_25;S;C;16750;2;ALQUILER;PERSONAL;Y;ACTIVO;M;SECUNDARIO_COMPLETO;3.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;menor_25;S;P;16700;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;25_a_30;C;C;16600;4;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
15_a_30;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;5_a_10;25_a_30;C;P;16525;2;ALQUILER;SALUD;Y;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;25_a_30;D;P;16525;3;ALQUILER;PERSONAL;Y;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;5_a_10;menor_25;S;C;16500;2;ALQUILER;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;4.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;C;16500;3;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;3k_a_5k;mayor_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;C;16500;4;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;1.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;menor_10;25_a_30;C;P;1500;4;PROPIA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;0.0
15_a_30;menor_1k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;25_a_30;S;C;16500;3;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;F;SECUNDARIO_COMPLETO;3.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;25_a_30;S;C;16500;3;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;C;P;9000;4;HIPOTECA;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;1.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;5_a_10;25_a_30;C;P;11500;3;PROPIA;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
15_a_30;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;menor_10;25_a_30;C;P;3000;2;PROPIA;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
30_a_50;2k_a_4k;menor_3k;menor_2y;15p_a_20p;50k_a_100k;hasta_20;menor_10;25_a_30;S;C;16500;4;ALQUILER;SALUD;N;ACTIVO;F;DESCONOCIDO;0.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;C;C;16425;2;ALQUILER;PERSONAL;Y;PASIVO;F;UNIVERSITARIO_INCOMPLETO;3.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;C;P;16400;4;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;25_a_30;S;C;16250;4;ALQUILER;PERSONAL;N;ACTIVO;F;POSGRADO_COMPLETO;3.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;1000;3;HIPOTECA;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0
15_a_30;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;20_a_40;menor_10;menor_25;C;P;16075;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;15p_a_20p;20k_a_50k;40_a_60;menor_10;25_a_30;C;C;16050;3;ALQUILER;MEJORAS_HOGAR;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;C;C;16000;2;ALQUILER;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0
30_a_50;2k_a_4k;5k_a_10k;mayor_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;C;C;16000;2;ALQUILER;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;0.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;hasta_7p;20k_a_50k;40_a_60;menor_10;25_a_30;C;C;16000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;2.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;15p_a_20p;20k_a_50k;20_a_40;menor_10;25_a_30;C;C;6250;4;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0
15_a_30;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;D;C;16000;3;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;menor_3k;mayor_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;C;P;4750;2;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;5_a_10;menor_25;C;C;16000;2;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;5_a_10;25_a_30;C;C;16000;3;ALQUILER;SALUD;Y;ACTIVO;F;SECUNDARIO_COMPLETO;0.0
50_a_75;2k_a_4k;menor_3k;mayor_4y;15p_a_20p;20k_a_50k;40_a_60;5_a_10;25_a_30;C;C;16000;3;ALQUILER;INVERSIONES;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;0.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;C;C;16000;2;ALQUILER;SALUD;N;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
15_a_30;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;C;P;6000;2;PROPIA;INVERSIONES;N;ACTIVO;M;DESCONOCIDO;1.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;25_a_30;C;P;4800;3;PROPIA;INVERSIONES;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;25_a_30;D;C;16000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;C;C;16000;2;ALQUILER;EDUCACIÓN;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0
15_a_30;2k_a_4k;mayor_10k;mayor_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;S;C;16000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;mayor_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;S;C;16000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;SECUNDARIO_COMPLETO;0.0
50_a_75;2k_a_4k;mayor_10k;mayor_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;C;C;16000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;2.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;C;C;16000;2;ALQUILER;INVERSIONES;Y;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;C;16000;3;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;S;P;5000;2;HIPOTECA;SALUD;N;ACTIVO;M;SECUNDARIO_COMPLETO;4.0
15_a_30;2k_a_4k;5k_a_10k;mayor_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;C;P;11100;3;PROPIA;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
50_a_75;2k_a_4k;mayor_10k;menor_2y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;S;C;16000;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;25_a_30;C;C;16000;2;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;5.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;S;P;1525;2;PROPIA;SALUD;N;ACTIVO;M;DESCONOCIDO;1.0
30_a_50;2k_a_4k;menor_3k;menor_2y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;C;P;7000;2;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;3k_a_5k;mayor_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;C;16000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;POSGRADO_COMPLETO;3.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;C;16000;2;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0
